RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value,Alpha-3 code
150,Burundi,F,Marital status,Widowed, divorced, separated,... if she goes out without telling him,42370,47.5,BDI
220,Burundi,F,Marital status,Married or living together,... if she neglects the children,42370,50.5,BDI
220,Burundi,F,Marital status,Never married,... if she neglects the children,42370,51.7,BDI
220,Burundi,F,Marital status,Widowed, divorced, separated,... if she neglects the children,42370,59.9,BDI
290,Burundi,F,Marital status,Married or living together,... if she refuses to have sex with him,42370,42.3,BDI
290,Burundi,F,Marital status,Never married,... if she refuses to have sex with him,42370,38.4,BDI
290,Burundi,F,Marital status,Widowed, divorced, separated,... if she refuses to have sex with him,42370,52.2,BDI
360,Burundi,F,Residence,Rural,... for at least one specific reason,42370,64,BDI
360,Burundi,F,Residence,Urban,... for at least one specific reason,42370,46.5,BDI
80,Burundi,F,Residence,Rural,... if she argues with him,42370,32.1,BDI
80,Burundi,F,Residence,Urban,... if she argues with him,42370,17,BDI
150,Burundi,F,Residence,Rural,... if she goes out without telling him,42370,41.2,BDI
150,Burundi,F,Residence,Urban,... if she goes out without telling him,42370,25.8,BDI
220,Burundi,F,Residence,Rural,... if she neglects the children,42370,53.6,BDI
220,Burundi,F,Residence,Urban,... if she neglects the children,42370,39.2,BDI
290,Burundi,F,Residence,Rural,... if she refuses to have sex with him,42370,44.1,BDI
290,Burundi,F,Residence,Urban,... if she refuses to have sex with him,42370,25.9,BDI
360,Burundi,M,Age,15-24,... for at least one specific reason,42370,43.7,BDI
360,Burundi,M,Age,25-34,... for at least one specific reason,42370,31,BDI
360,Burundi,M,Age,35-49,... for at least one specific reason,42370,26.3,BDI
80,Burundi,M,Age,15-24,... if she argues with him,42370,12.8,BDI
80,Burundi,M,Age,25-34,... if she argues with him,42370,8.7,BDI
80,Burundi,M,Age,35-49,... if she argues with him,42370,8.1,BDI
150,Burundi,M,Age,15-24,... if she goes out without telling him,42370,20.7,BDI
150,Burundi,M,Age,25-34,... if she goes out without telling him,42370,14.5,BDI
150,Burundi,M,Age,35-49,... if she goes out without telling him,42370,14.9,BDI
220,Burundi,M,Age,15-24,... if she neglects the children,42370,32.8,BDI
220,Burundi,M,Age,25-34,... if she neglects the children,42370,23.8,BDI
220,Burundi,M,Age,35-49,... if she neglects the children,42370,18.8,BDI
290,Burundi,M,Age,15-24,... if she refuses to have sex with him,42370,18.7,BDI
290,Burundi,M,Age,25-34,... if she refuses to have sex with him,42370,9.9,BDI
290,Burundi,M,Age,35-49,... if she refuses to have sex with him,42370,9.6,BDI
360,Burundi,M,Education,Higher,... for at least one specific reason,42370,5.3,BDI
360,Burundi,M,Education,No education,... for at least one specific reason,42370,35.8,BDI
360,Burundi,M,Education,Primary,... for at least one specific reason,42370,38.6,BDI
360,Burundi,M,Education,Secondary,... for at least one specific reason,42370,31.2,BDI
80,Burundi,M,Education,Higher,... if she argues with him,42370,0.2,BDI
80,Burundi,M,Education,No education,... if she argues with him,42370,10.7,BDI
80,Burundi,M,Education,Primary,... if she argues with him,42370,12.7,BDI
80,Burundi,M,Education,Secondary,... if she argues with him,42370,6.7,BDI
150,Burundi,M,Education,Higher,... if she goes out without telling him,42370,1.1,BDI
150,Burundi,M,Education,No education,... if she goes out without telling him,42370,19.3,BDI
150,Burundi,M,Education,Primary,... if she goes out without telling him,42370,18.9,BDI
150,Burundi,M,Education,Secondary,... if she goes out without telling him,42370,14.1,BDI
220,Burundi,M,Education,Higher,... if she neglects the children,42370,4,BDI
220,Burundi,M,Education,No education,... if she neglects the children,42370,26.3,BDI
220,Burundi,M,Education,Primary,... if she neglects the children,42370,28.9,BDI
220,Burundi,M,Education,Secondary,... if she neglects the children,42370,23.6,BDI
290,Burundi,M,Education,Higher,... if she refuses to have sex with him,42370,1.5,BDI
290,Burundi,M,Education,No education,... if she refuses to have sex with him,42370,13.2,BDI
290,Burundi,M,Education,Primary,... if she refuses to have sex with him,42370,14.8,BDI
290,Burundi,M,Education,Secondary,... if she refuses to have sex with him,42370,12.6,BDI
360,Burundi,M,Employment,Employed for cash,... for at least one specific reason,42370,33.1,BDI
360,Burundi,M,Employment,Employed for kind,... for at least one specific reason,42370,36.4,BDI
360,Burundi,M,Employment,Unemployed,... for at least one specific reason,42370,41.9,BDI
80,Burundi,M,Employment,Employed for cash,... if she argues with him,42370,9.8,BDI
80,Burundi,M,Employment,Employed for kind,... if she argues with him,42370,10.7,BDI
80,Burundi,M,Employment,Unemployed,... if she argues with him,42370,10.8,BDI
150,Burundi,M,Employment,Employed for cash,... if she goes out without telling him,42370,16.8,BDI
150,Burundi,M,Employment,Employed for kind,... if she goes out without telling him,42370,17.1,BDI
150,Burundi,M,Employment,Unemployed,... if she goes out without telling him,42370,21.2,BDI
220,Burundi,M,Employment,Employed for cash,... if she neglects the children,42370,24.5,BDI
220,Burundi,M,Employment,Employed for kind,... if she neglects the children,42370,27.3,BDI
220,Burundi,M,Employment,Unemployed,... if she neglects the children,42370,32.7,BDI
290,Burundi,M,Employment,Employed for cash,... if she refuses to have sex with him,42370,12.6,BDI
290,Burundi,M,Employment,Employed for kind,... if she refuses to have sex with him,42370,13.5,BDI
290,Burundi,M,Employment,Unemployed,... if she refuses to have sex with him,42370,20.6,BDI
360,Burundi,M,Marital status,Married or living together,... for at least one specific reason,42370,29.2,BDI
360,Burundi,M,Marital status,Never married,... for at least one specific reason,42370,41.5,BDI
360,Burundi,M,Marital status,Widowed, divorced, separated,... for at least one specific reason,42370,45.9,BDI
80,Burundi,M,Marital status,Married or living together,... if she argues with him,42370,8.6,BDI
80,Burundi,M,Marital status,Never married,... if she argues with him,42370,12,BDI
80,Burundi,M,Marital status,Widowed, divorced, separated,... if she argues with him,42370,18,BDI
150,Burundi,M,Marital status,Married or living together,... if she goes out without telling him,42370,14.7,BDI
150,Burundi,M,Marital status,Never married,... if she goes out without telling him,42370,19.6,BDI
150,Burundi,M,Marital status,Widowed, divorced, separated,... if she goes out without telling him,42370,32.9,BDI
220,Burundi,M,Marital status,Married or living together,... if she neglects the children,42370,21.7,BDI
220,Burundi,M,Marital status,Never married,... if she neglects the children,42370,31.1,BDI
220,Burundi,M,Marital status,Widowed, divorced, separated,... if she neglects the children,42370,34,BDI
290,Burundi,M,Marital status,Married or living together,... if she refuses to have sex with him,42370,9.8,BDI
290,Burundi,M,Marital status,Never married,... if she refuses to have sex with him,42370,17.6,BDI
290,Burundi,M,Marital status,Widowed, divorced, separated,... if she refuses to have sex with him,42370,22.8,BDI
360,Burundi,M,Residence,Rural,... for at least one specific reason,42370,36.5,BDI
360,Burundi,M,Residence,Urban,... for at least one specific reason,42370,26.1,BDI
80,Burundi,M,Residence,Rural,... if she argues with him,42370,10.9,BDI
80,Burundi,M,Residence,Urban,... if she argues with him,42370,6.1,BDI
150,Burundi,M,Residence,Rural,... if she goes out without telling him,42370,18.1,BDI
150,Burundi,M,Residence,Urban,... if she goes out without telling him,42370,12.1,BDI
220,Burundi,M,Residence,Rural,... if she neglects the children,42370,27.2,BDI
220,Burundi,M,Residence,Urban,... if she neglects the children,42370,19.9,BDI
290,Burundi,M,Residence,Rural,... if she refuses to have sex with him,42370,14.4,BDI
290,Burundi,M,Residence,Urban,... if she refuses to have sex with him,42370,8.1,BDI
11,Cambodia,F,Education,Higher,... if she burns the food,41640,1.1,KHM
11,Cambodia,F,Residence,Urban,... if she burns the food,41640,6.5,KHM
11,Cambodia,F,Education,Secondary,... if she burns the food,41640,7.5,KHM
11,Cambodia,F,Marital status,Never married,... if she burns the food,41640,9.3,KHM
11,Cambodia,F,Age,15-24,... if she burns the food,41640,9.4,KHM
11,Cambodia,F,Age,25-34,... if she burns the food,41640,10.1,KHM
11,Cambodia,F,Employment,Unemployed,... if she burns the food,41640,11.4,KHM
11,Cambodia,F,Employment,Employed for cash,... if she burns the food,41640,11.8,KHM
11,Cambodia,F,Employment,Employed for kind,... if she burns the food,41640,11.9,KHM
11,Cambodia,F,Marital status,Married or living together,... if she burns the food,41640,12.4,KHM
11,Cambodia,F,Residence,Rural,... if she burns the food,41640,12.9,KHM
11,Cambodia,F,Marital status,Widowed, divorced, separated,... if she burns the food,41640,13.9,KHM
11,Cambodia,F,Education,Primary,... if she burns the food,41640,14.4,KHM
11,Cambodia,F,Age,35-49,... if she burns the food,41640,15.8,KHM
11,Cambodia,F,Education,No education,... if she burns the food,41640,17.6,KHM
11,Cambodia,M,Education,Higher,... if she burns the food,41640,0,KHM
11,Cambodia,M,Education,No education,... if she burns the food,41640,0.7,KHM
11,Cambodia,M,Age,25-34,... if she burns the food,41640,1,KHM
11,Cambodia,M,Residence,Urban,... if she burns the food,41640,1,KHM
11,Cambodia,M,Marital status,Married or living together,... if she burns the food,41640,1.7,KHM
11,Cambodia,M,Employment,Employed for cash,... if she burns the food,41640,1.8,KHM
11,Cambodia,M,Employment,Employed for kind,... if she burns the food,41640,1.9,KHM
11,Cambodia,M,Education,Secondary,... if she burns the food,41640,2,KHM
11,Cambodia,M,Marital status,Never married,... if she burns the food,41640,2,KHM
11,Cambodia,M,Residence,Rural,... if she burns the food,41640,2,KHM
11,Cambodia,M,Age,15-24,... if she burns the food,41640,2.1,KHM
11,Cambodia,M,Employment,Unemployed,... if she burns the food,41640,2.1,KHM
11,Cambodia,M,Education,Primary,... if she burns the food,41640,2.2,KHM
11,Cambodia,M,Age,35-49,... if she burns the food,41640,2.4,KHM
11,Cambodia,M,Marital status,Widowed, divorced, separated,... if she burns the food,41640,4,KHM
361,Cambodia,F,Age,15-24,... for at least one specific reason,41640,44.9,KHM
361,Cambodia,F,Age,25-34,... for at least one specific reason,41640,48.7,KHM
361,Cambodia,F,Age,35-49,... for at least one specific reason,41640,56.1,KHM
81,Cambodia,F,Age,15-24,... if she argues with him,41640,20.2,KHM
81,Cambodia,F,Age,25-34,... if she argues with him,41640,21.7,KHM
81,Cambodia,F,Age,35-49,... if she argues with him,41640,29.9,KHM
151,Cambodia,F,Age,15-24,... if she goes out without telling him,41640,25.3,KHM
151,Cambodia,F,Age,25-34,... if she goes out without telling him,41640,30.3,KHM
151,Cambodia,F,Age,35-49,... if she goes out without telling him,41640,38.5,KHM
221,Cambodia,F,Age,15-24,... if she neglects the children,41640,39,KHM
221,Cambodia,F,Age,25-34,... if she neglects the children,41640,43.5,KHM
221,Cambodia,F,Age,35-49,... if she neglects the children,41640,48.7,KHM
291,Cambodia,F,Age,15-24,... if she refuses to have sex with him,41640,8.9,KHM
291,Cambodia,F,Age,25-34,... if she refuses to have sex with him,41640,11,KHM
291,Cambodia,F,Age,35-49,... if she refuses to have sex with him,41640,18.6,KHM
361,Cambodia,F,Education,Higher,... for at least one specific reason,41640,18.5,KHM
361,Cambodia,F,Education,No education,... for at least one specific reason,41640,57.6,KHM
361,Cambodia,F,Education,Primary,... for at least one specific reason,41640,56,KHM
361,Cambodia,F,Education,Secondary,... for at least one specific reason,41640,42.8,KHM
81,Cambodia,F,Education,Higher,... if she argues with him,41640,6.2,KHM
81,Cambodia,F,Education,No education,... if she argues with him,41640,31.5,KHM
81,Cambodia,F,Education,Primary,... if she argues with him,41640,27.7,KHM
81,Cambodia,F,Education,Secondary,... if she argues with him,41640,18.4,KHM
151,Cambodia,F,Education,Higher,... if she goes out without telling him,41640,7.6,KHM
151,Cambodia,F,Education,No education,... if she goes out without telling him,41640,38,KHM
151,Cambodia,F,Education,Primary,... if she goes out without telling him,41640,36.6,KHM
151,Cambodia,F,Education,Secondary,... if she goes out without telling him,41640,24.9,KHM
221,Cambodia,F,Education,Higher,... if she neglects the children,41640,15.5,KHM
221,Cambodia,F,Education,No education,... if she neglects the children,41640,50.3,KHM
221,Cambodia,F,Education,Primary,... if she neglects the children,41640,49.4,KHM
221,Cambodia,F,Education,Secondary,... if she neglects the children,41640,37.4,KHM
291,Cambodia,F,Education,Higher,... if she refuses to have sex with him,41640,0.8,KHM
291,Cambodia,F,Education,No education,... if she refuses to have sex with him,41640,20.1,KHM
291,Cambodia,F,Education,Primary,... if she refuses to have sex with him,41640,15.5,KHM
291,Cambodia,F,Education,Secondary,... if she refuses to have sex with him,41640,8,KHM
361,Cambodia,F,Employment,Employed for cash,... for at least one specific reason,41640,49.7,KHM
361,Cambodia,F,Employment,Employed for kind,... for at least one specific reason,41640,58,KHM
361,Cambodia,F,Employment,Unemployed,... for at least one specific reason,41640,47.5,KHM
81,Cambodia,F,Employment,Employed for cash,... if she argues with him,41640,24.4,KHM
81,Cambodia,F,Employment,Employed for kind,... if she argues with him,41640,24.9,KHM
81,Cambodia,F,Employment,Unemployed,... if she argues with him,41640,21.5,KHM
151,Cambodia,F,Employment,Employed for cash,... if she goes out without telling him,41640,32.1,KHM
151,Cambodia,F,Employment,Employed for kind,... if she goes out without telling him,41640,33.3,KHM
151,Cambodia,F,Employment,Unemployed,... if she goes out without telling him,41640,28,KHM
221,Cambodia,F,Employment,Employed for cash,... if she neglects the children,41640,43.5,KHM
221,Cambodia,F,Employment,Employed for kind,... if she neglects the children,41640,51.2,KHM
221,Cambodia,F,Employment,Unemployed,... if she neglects the children,41640,41.7,KHM
291,Cambodia,F,Employment,Employed for cash,... if she refuses to have sex with him,41640,13.1,KHM
291,Cambodia,F,Employment,Employed for kind,... if she refuses to have sex with him,41640,15.6,KHM
291,Cambodia,F,Employment,Unemployed,... if she refuses to have sex with him,41640,10.8,KHM
361,Cambodia,F,Marital status,Married or living together,... for at least one specific reason,41640,53.3,KHM
361,Cambodia,F,Marital status,Never married,... for at least one specific reason,41640,40.6,KHM
361,Cambodia,F,Marital status,Widowed, divorced, separated,... for at least one specific reason,41640,49.5,KHM
81,Cambodia,F,Marital status,Married or living together,... if she argues with him,41640,26,KHM
81,Cambodia,F,Marital status,Never married,... if she argues with him,41640,18,KHM
81,Cambodia,F,Marital status,Widowed, divorced, separated,... if she argues with him,41640,24.9,KHM
151,Cambodia,F,Marital status,Married or living together,... if she goes out without telling him,41640,35.1,KHM
151,Cambodia,F,Marital status,Never married,... if she goes out without telling him,41640,21.7,KHM
151,Cambodia,F,Marital status,Widowed, divorced, separated,... if she goes out without telling him,41640,29.7,KHM
221,Cambodia,F,Marital status,Married or living together,... if she neglects the children,41640,47.2,KHM
221,Cambodia,F,Marital status,Never married,... if she neglects the children,41640,34.9,KHM
221,Cambodia,F,Marital status,Widowed, divorced, separated,... if she neglects the children,41640,42.1,KHM
291,Cambodia,F,Marital status,Married or living together,... if she refuses to have sex with him,41640,14.1,KHM
291,Cambodia,F,Marital status,Never married,... if she refuses to have sex with him,41640,8.3,KHM
291,Cambodia,F,Marital status,Widowed, divorced, separated,... if she refuses to have sex with him,41640,16,KHM
361,Cambodia,F,Residence,Rural,... for at least one specific reason,41640,52.7,KHM
361,Cambodia,F,Residence,Urban,... for at least one specific reason,41640,37,KHM
81,Cambodia,F,Residence,Rural,... if she argues with him,41640,26,KHM
81,Cambodia,F,Residence,Urban,... if she argues with him,41640,14.4,KHM
151,Cambodia,F,Residence,Rural,... if she goes out without telling him,41640,33.5,KHM
151,Cambodia,F,Residence,Urban,... if she goes out without telling him,41640,21.5,KHM
221,Cambodia,F,Residence,Rural,... if she neglects the children,41640,46.2,KHM
221,Cambodia,F,Residence,Urban,... if she neglects the children,41640,32.7,KHM
291,Cambodia,F,Residence,Rural,... if she refuses to have sex with him,41640,14.2,KHM
291,Cambodia,F,Residence,Urban,... if she refuses to have sex with him,41640,6.3,KHM
361,Cambodia,M,Age,15-24,... for at least one specific reason,41640,24.9,KHM
361,Cambodia,M,Age,25-34,... for at least one specific reason,41640,23.9,KHM
361,Cambodia,M,Age,35-49,... for at least one specific reason,41640,29.4,KHM
81,Cambodia,M,Age,15-24,... if she argues with him,41640,10.6,KHM
81,Cambodia,M,Age,25-34,... if she argues with him,41640,8.9,KHM
81,Cambodia,M,Age,35-49,... if she argues with him,41640,14.1,KHM
151,Cambodia,M,Age,15-24,... if she goes out without telling him,41640,10.5,KHM
151,Cambodia,M,Age,25-34,... if she goes out without telling him,41640,11.7,KHM
151,Cambodia,M,Age,35-49,... if she goes out without telling him,41640,15.4,KHM
221,Cambodia,M,Age,15-24,... if she neglects the children,41640,17.3,KHM
221,Cambodia,M,Age,25-34,... if she neglects the children,41640,18.2,KHM
221,Cambodia,M,Age,35-49,... if she neglects the children,41640,22,KHM
291,Cambodia,M,Age,15-24,... if she refuses to have sex with him,41640,3.6,KHM
291,Cambodia,M,Age,25-34,... if she refuses to have sex with him,41640,2.3,KHM
291,Cambodia,M,Age,35-49,... if she refuses to have sex with him,41640,5.7,KHM
361,Cambodia,M,Education,Higher,... for at least one specific reason,41640,4.9,KHM
361,Cambodia,M,Education,No education,... for at least one specific reason,41640,35.5,KHM
361,Cambodia,M,Education,Primary,... for at least one specific reason,41640,32.2,KHM
361,Cambodia,M,Education,Secondary,... for at least one specific reason,41640,22.6,KHM
81,Cambodia,M,Education,Higher,... if she argues with him,41640,0.7,KHM
81,Cambodia,M,Education,No education,... if she argues with him,41640,16.1,KHM
81,Cambodia,M,Education,Primary,... if she argues with him,41640,14.6,KHM
81,Cambodia,M,Education,Secondary,... if she argues with him,41640,9.1,KHM
151,Cambodia,M,Education,Higher,... if she goes out without telling him,41640,1.3,KHM
151,Cambodia,M,Education,No education,... if she goes out without telling him,41640,20.3,KHM
151,Cambodia,M,Education,Primary,... if she goes out without telling him,41640,15.6,KHM
151,Cambodia,M,Education,Secondary,... if she goes out without telling him,41640,10.4,KHM
221,Cambodia,M,Education,Higher,... if she neglects the children,41640,3.1,KHM
221,Cambodia,M,Education,No education,... if she neglects the children,41640,25,KHM
221,Cambodia,M,Education,Primary,... if she neglects the children,41640,22.9,KHM
221,Cambodia,M,Education,Secondary,... if she neglects the children,41640,17.6,KHM
291,Cambodia,M,Education,Higher,... if she refuses to have sex with him,41640,0.7,KHM
291,Cambodia,M,Education,No education,... if she refuses to have sex with him,41640,2.7,KHM
291,Cambodia,M,Education,Primary,... if she refuses to have sex with him,41640,5.6,KHM
291,Cambodia,M,Education,Secondary,... if she refuses to have sex with him,41640,3,KHM
361,Cambodia,M,Employment,Employed for cash,... for at least one specific reason,41640,26.8,KHM
361,Cambodia,M,Employment,Employed for kind,... for at least one specific reason,41640,27.5,KHM
361,Cambodia,M,Employment,Unemployed,... for at least one specific reason,41640,16.3,KHM
81,Cambodia,M,Employment,Employed for cash,... if she argues with him,41640,11.8,KHM
81,Cambodia,M,Employment,Employed for kind,... if she argues with him,41640,9.3,KHM
81,Cambodia,M,Employment,Unemployed,... if she argues with him,41640,5.9,KHM
151,Cambodia,M,Employment,Employed for cash,... if she goes out without telling him,41640,12.9,KHM
151,Cambodia,M,Employment,Employed for kind,... if she goes out without telling him,41640,13.9,KHM
151,Cambodia,M,Employment,Unemployed,... if she goes out without telling him,41640,5.7,KHM
221,Cambodia,M,Employment,Employed for cash,... if she neglects the children,41640,19.4,KHM
221,Cambodia,M,Employment,Employed for kind,... if she neglects the children,41640,22.8,KHM
221,Cambodia,M,Employment,Unemployed,... if she neglects the children,41640,12.1,KHM
291,Cambodia,M,Employment,Employed for cash,... if she refuses to have sex with him,41640,3.8,KHM
291,Cambodia,M,Employment,Employed for kind,... if she refuses to have sex with him,41640,5.4,KHM
291,Cambodia,M,Employment,Unemployed,... if she refuses to have sex with him,41640,3,KHM
361,Cambodia,M,Marital status,Married or living together,... for at least one specific reason,41640,27,KHM
361,Cambodia,M,Marital status,Never married,... for at least one specific reason,41640,23.8,KHM
361,Cambodia,M,Marital status,Widowed, divorced, separated,... for at least one specific reason,41640,29.7,KHM
81,Cambodia,M,Marital status,Married or living together,... if she argues with him,41640,11.5,KHM
81,Cambodia,M,Marital status,Never married,... if she argues with him,41640,10.3,KHM
81,Cambodia,M,Marital status,Widowed, divorced, separated,... if she argues with him,41640,15.6,KHM
151,Cambodia,M,Marital status,Married or living together,... if she goes out without telling him,41640,13.8,KHM
151,Cambodia,M,Marital status,Never married,... if she goes out without telling him,41640,9.9,KHM
151,Cambodia,M,Marital status,Widowed, divorced, separated,... if she goes out without telling him,41640,12.2,KHM
221,Cambodia,M,Marital status,Married or living together,... if she neglects the children,41640,20.3,KHM
221,Cambodia,M,Marital status,Never married,... if she neglects the children,41640,16.5,KHM
221,Cambodia,M,Marital status,Widowed, divorced, separated,... if she neglects the children,41640,22.8,KHM
291,Cambodia,M,Marital status,Married or living together,... if she refuses to have sex with him,41640,3.7,KHM
291,Cambodia,M,Marital status,Never married,... if she refuses to have sex with him,41640,4,KHM
291,Cambodia,M,Marital status,Widowed, divorced, separated,... if she refuses to have sex with him,41640,7.2,KHM
361,Cambodia,M,Residence,Rural,... for at least one specific reason,41640,28.8,KHM
361,Cambodia,M,Residence,Urban,... for at least one specific reason,41640,12.6,KHM
81,Cambodia,M,Residence,Rural,... if she argues with him,41640,12.6,KHM
81,Cambodia,M,Residence,Urban,... if she argues with him,41640,4.3,KHM
151,Cambodia,M,Residence,Rural,... if she goes out without telling him,41640,13.9,KHM
151,Cambodia,M,Residence,Urban,... if she goes out without telling him,41640,5.6,KHM
221,Cambodia,M,Residence,Rural,... if she neglects the children,41640,21.3,KHM
221,Cambodia,M,Residence,Urban,... if she neglects the children,41640,8.3,KHM
291,Cambodia,M,Residence,Rural,... if she refuses to have sex with him,41640,4.3,KHM
291,Cambodia,M,Residence,Urban,... if she refuses to have sex with him,41640,1.6,KHM
12,Cameroon,F,Education,Higher,... if she burns the food,40544,0.9,CMR
12,Cameroon,F,Residence,Urban,... if she burns the food,40544,8.6,CMR
12,Cameroon,F,Education,Secondary,... if she burns the food,40544,9.8,CMR
12,Cameroon,F,Marital status,Never married,... if she burns the food,40544,11.3,CMR
12,Cameroon,F,Age,25-34,... if she burns the food,40544,12,CMR
12,Cameroon,F,Employment,Unemployed,... if she burns the food,40544,12.5,CMR
12,Cameroon,F,Marital status,Widowed, divorced, separated,... if she burns the food,40544,12.5,CMR
12,Cameroon,F,Employment,Employed for cash,... if she burns the food,40544,13.9,CMR
12,Cameroon,F,Age,35-49,... if she burns the food,40544,14.1,CMR
12,Cameroon,F,Age,15-24,... if she burns the food,40544,14.4,CMR
12,Cameroon,F,Marital status,Married or living together,... if she burns the food,40544,14.8,CMR
12,Cameroon,F,Employment,Employed for kind,... if she burns the food,40544,15.3,CMR
12,Cameroon,F,Education,Primary,... if she burns the food,40544,15.9,CMR
12,Cameroon,F,Residence,Rural,... if she burns the food,40544,19.5,CMR
12,Cameroon,F,Education,No education,... if she burns the food,40544,20.9,CMR
12,Cameroon,M,Education,Higher,... if she burns the food,40544,2.4,CMR
12,Cameroon,M,Residence,Urban,... if she burns the food,40544,5.9,CMR
12,Cameroon,M,Employment,Unemployed,... if she burns the food,40544,6.6,CMR
12,Cameroon,M,Age,35-49,... if she burns the food,40544,6.7,CMR
12,Cameroon,M,Age,25-34,... if she burns the food,40544,7.5,CMR
12,Cameroon,M,Employment,Employed for kind,... if she burns the food,40544,8.2,CMR
12,Cameroon,M,Education,Secondary,... if she burns the food,40544,8.3,CMR
12,Cameroon,M,Marital status,Married or living together,... if she burns the food,40544,8.3,CMR
12,Cameroon,M,Employment,Employed for cash,... if she burns the food,40544,9.4,CMR
12,Cameroon,M,Education,No education,... if she burns the food,40544,9.5,CMR
12,Cameroon,M,Marital status,Never married,... if she burns the food,40544,9.5,CMR
12,Cameroon,M,Marital status,Widowed, divorced, separated,... if she burns the food,40544,10.7,CMR
12,Cameroon,M,Age,15-24,... if she burns the food,40544,11.4,CMR
12,Cameroon,M,Education,Primary,... if she burns the food,40544,11.8,CMR
12,Cameroon,M,Residence,Rural,... if she burns the food,40544,12.9,CMR
362,Cameroon,F,Age,15-24,... for at least one specific reason,40544,48.9,CMR
362,Cameroon,F,Age,25-34,... for at least one specific reason,40544,43.5,CMR
362,Cameroon,F,Age,35-49,... for at least one specific reason,40544,45.8,CMR
82,Cameroon,F,Age,15-24,... if she argues with him,40544,20.5,CMR
82,Cameroon,F,Age,25-34,... if she argues with him,40544,20,CMR
82,Cameroon,F,Age,35-49,... if she argues with him,40544,22.1,CMR
152,Cameroon,F,Age,15-24,... if she goes out without telling him,40544,26,CMR
152,Cameroon,F,Age,25-34,... if she goes out without telling him,40544,25.3,CMR
152,Cameroon,F,Age,35-49,... if she goes out without telling him,40544,28.9,CMR
222,Cameroon,F,Age,15-24,... if she neglects the children,40544,39.6,CMR
222,Cameroon,F,Age,25-34,... if she neglects the children,40544,34.9,CMR
222,Cameroon,F,Age,35-49,... if she neglects the children,40544,36.7,CMR
292,Cameroon,F,Age,15-24,... if she refuses to have sex with him,40544,12.4,CMR
292,Cameroon,F,Age,25-34,... if she refuses to have sex with him,40544,13.8,CMR
292,Cameroon,F,Age,35-49,... if she refuses to have sex with him,40544,17.1,CMR
362,Cameroon,F,Education,Higher,... for at least one specific reason,40544,13.7,CMR
362,Cameroon,F,Education,No education,... for at least one specific reason,40544,49.6,CMR
362,Cameroon,F,Education,Primary,... for at least one specific reason,40544,51.6,CMR
362,Cameroon,F,Education,Secondary,... for at least one specific reason,40544,45.1,CMR
82,Cameroon,F,Education,Higher,... if she argues with him,40544,3.2,CMR
82,Cameroon,F,Education,No education,... if she argues with him,40544,31.4,CMR
82,Cameroon,F,Education,Primary,... if she argues with him,40544,24.4,CMR
82,Cameroon,F,Education,Secondary,... if she argues with him,40544,14.9,CMR
152,Cameroon,F,Education,Higher,... if she goes out without telling him,40544,2.8,CMR
152,Cameroon,F,Education,No education,... if she goes out without telling him,40544,31.6,CMR
152,Cameroon,F,Education,Primary,... if she goes out without telling him,40544,32.9,CMR
152,Cameroon,F,Education,Secondary,... if she goes out without telling him,40544,21.9,CMR
222,Cameroon,F,Education,Higher,... if she neglects the children,40544,11.4,CMR
222,Cameroon,F,Education,No education,... if she neglects the children,40544,35.9,CMR
222,Cameroon,F,Education,Primary,... if she neglects the children,40544,41.9,CMR
222,Cameroon,F,Education,Secondary,... if she neglects the children,40544,37.9,CMR
292,Cameroon,F,Education,Higher,... if she refuses to have sex with him,40544,1.3,CMR
292,Cameroon,F,Education,No education,... if she refuses to have sex with him,40544,25.6,CMR
292,Cameroon,F,Education,Primary,... if she refuses to have sex with him,40544,17.2,CMR
292,Cameroon,F,Education,Secondary,... if she refuses to have sex with him,40544,7.5,CMR
362,Cameroon,F,Employment,Employed for cash,... for at least one specific reason,40544,47,CMR
362,Cameroon,F,Employment,Employed for kind,... for at least one specific reason,40544,48.7,CMR
362,Cameroon,F,Employment,Unemployed,... for at least one specific reason,40544,44.7,CMR
82,Cameroon,F,Employment,Employed for cash,... if she argues with him,40544,21.6,CMR
82,Cameroon,F,Employment,Employed for kind,... if she argues with him,40544,22.3,CMR
82,Cameroon,F,Employment,Unemployed,... if she argues with him,40544,18.7,CMR
152,Cameroon,F,Employment,Employed for cash,... if she goes out without telling him,40544,27.6,CMR
152,Cameroon,F,Employment,Employed for kind,... if she goes out without telling him,40544,28.9,CMR
152,Cameroon,F,Employment,Unemployed,... if she goes out without telling him,40544,23.8,CMR
222,Cameroon,F,Employment,Employed for cash,... if she neglects the children,40544,38.4,CMR
222,Cameroon,F,Employment,Employed for kind,... if she neglects the children,40544,38.3,CMR
222,Cameroon,F,Employment,Unemployed,... if she neglects the children,40544,35.4,CMR
292,Cameroon,F,Employment,Employed for cash,... if she refuses to have sex with him,40544,15,CMR
292,Cameroon,F,Employment,Employed for kind,... if she refuses to have sex with him,40544,13.8,CMR
292,Cameroon,F,Employment,Unemployed,... if she refuses to have sex with him,40544,12.6,CMR
362,Cameroon,F,Marital status,Married or living together,... for at least one specific reason,40544,47.5,CMR
362,Cameroon,F,Marital status,Never married,... for at least one specific reason,40544,44.6,CMR
362,Cameroon,F,Marital status,Widowed, divorced, separated,... for at least one specific reason,40544,44.5,CMR
